1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.316406,0.421875,0.210938,0.046875,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0625,0.25,0.375,0.25,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.00390625,0.046875,0.210938,0.421875,0.316406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.316406,0,0,0,0,0.421875,0,0,0,0,0.210938,0,0,0,0,0.046875,0,0,0,0,0.00390625,0,0,0,0,
0.100113,0.133484,0.0667419,0.0148315,0.00123596,0.133484,0.177979,0.0889893,0.0197754,0.00164795,0.0667419,0.0889893,0.0444946,0.0098877,0.000823975,0.0148315,0.0197754,0.0098877,0.00219727,0.000183105,0.00123596,0.00164795,0.000823975,0.000183105,1.52588e-05,
0.0197754,0.0791016,0.118652,0.0791016,0.0197754,0.0263672,0.105469,0.158203,0.105469,0.0263672,0.0131836,0.0527344,0.0791016,0.0527344,0.0131836,0.00292969,0.0117188,0.0175781,0.0117188,0.00292969,0.000244141,0.000976563,0.00146484,0.000976563,0.000244141,
0.00123596,0.0148315,0.0667419,0.133484,0.100113,0.00164795,0.0197754,0.0889893,0.177979,0.133484,0.000823975,0.0098877,0.0444946,0.0889893,0.0667419,0.000183105,0.00219727,0.0098877,0.0197754,0.0148315,1.52588e-05,0.000183105,0.000823975,0.00164795,0.00123596,
0,0,0,0,0.316406,0,0,0,0,0.421875,0,0,0,0,0.210938,0,0,0,0,0.046875,0,0,0,0,0.00390625,
0.0625,0,0,0,0,0.25,0,0,0,0,0.375,0,0,0,0,0.25,0,0,0,0,0.0625,0,0,0,0,
0.0197754,0.0263672,0.0131836,0.00292969,0.000244141,0.0791016,0.105469,0.0527344,0.0117188,0.000976563,0.118652,0.158203,0.0791016,0.0175781,0.00146484,0.0791016,0.105469,0.0527344,0.0117188,0.000976563,0.0197754,0.0263672,0.0131836,0.00292969,0.000244141,
0.00390625,0.015625,0.0234375,0.015625,0.00390625,0.015625,0.0625,0.09375,0.0625,0.015625,0.0234375,0.09375,0.140625,0.09375,0.0234375,0.015625,0.0625,0.09375,0.0625,0.015625,0.00390625,0.015625,0.0234375,0.015625,0.00390625,
0.000244141,0.00292969,0.0131836,0.0263672,0.0197754,0.000976563,0.0117188,0.0527344,0.105469,0.0791016,0.00146484,0.0175781,0.0791016,0.158203,0.118652,0.000976563,0.0117188,0.0527344,0.105469,0.0791016,0.000244141,0.00292969,0.0131836,0.0263672,0.0197754,
0,0,0,0,0.0625,0,0,0,0,0.25,0,0,0,0,0.375,0,0,0,0,0.25,0,0,0,0,0.0625,
0.00390625,0,0,0,0,0.046875,0,0,0,0,0.210938,0,0,0,0,0.421875,0,0,0,0,0.316406,0,0,0,0,
0.00123596,0.00164795,0.000823975,0.000183105,1.52588e-05,0.0148315,0.0197754,0.0098877,0.00219727,0.000183105,0.0667419,0.0889893,0.0444946,0.0098877,0.000823975,0.133484,0.177979,0.0889893,0.0197754,0.00164795,0.100113,0.133484,0.0667419,0.0148315,0.00123596,
0.000244141,0.000976563,0.00146484,0.000976563,0.000244141,0.00292969,0.0117188,0.0175781,0.0117188,0.00292969,0.0131836,0.0527344,0.0791016,0.0527344,0.0131836,0.0263672,0.105469,0.158203,0.105469,0.0263672,0.0197754,0.0791016,0.118652,0.0791016,0.0197754,
1.52588e-05,0.000183105,0.000823975,0.00164795,0.00123596,0.000183105,0.00219727,0.0098877,0.0197754,0.0148315,0.000823975,0.0098877,0.0444946,0.0889893,0.0667419,0.00164795,0.0197754,0.0889893,0.177979,0.133484,0.00123596,0.0148315,0.0667419,0.133484,0.100113,
0,0,0,0,0.00390625,0,0,0,0,0.046875,0,0,0,0,0.210938,0,0,0,0,0.421875,0,0,0,0,0.316406,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316406,0.421875,0.210938,0.046875,0.00390625,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.25,0.375,0.25,0.0625,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390625,0.046875,0.210938,0.421875,0.316406,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
